x,y
-9.639909977494373,191301626.2288217
-9.634908727181795,190533259.22347483
-9.629907476869217,189767594.4232656
-9.62490622655664,189004623.67788178
-9.619904976244062,188244338.85750666
-9.614903725931484,187486731.85277808
-9.609902475618904,186731794.57474676
-9.604901225306326,185979518.95483628
-9.599899974993749,185229896.94480056
-9.59489872468117,184482920.5166837
-9.589897474368593,183738581.66277894
-9.584896224056013,182996872.39558756
-9.579894973743436,182257784.74777892
-9.574893723430858,181521310.7721484
-9.56989247311828,180787442.54157734
-9.564891222805702,180056172.14899266
-9.559889972493123,179327491.7073257
-9.554888722180545,178601393.34947285
-9.549887471867967,177877869.22825363
-9.54488622155539,177156911.51637104
-9.539884971242811,176438512.4063714
-9.534883720930232,175722664.11060354
-9.529882470617654,175009358.8611797
-9.524881220305076,174298588.90993395
-9.519879969992498,173590346.52838302
-9.51487871967992,172884624.00768605
-9.509877469367343,172181413.65860465
-9.504876219054763,171480707.81146285
-9.499874968742185,170782498.81610805
-9.494873718429607,170086779.04186997
-9.48987246811703,169393540.8775218
-9.484871217804452,168702776.73124042
-9.479869967491872,168014479.0305664
-9.474868717179294,167328640.2223657
-9.469867466866717,166645252.77278835
-9.464866216554139,165964309.1672305
-9.459864966241561,165285801.91029438
-9.454863715928981,164609723.52574903
-9.449862465616404,163936066.5564921
-9.444861215303826,163264823.5645089
-9.439859964991248,162595987.13083473
-9.43485871467867,161929549.8555151
-9.42985746436609,161265504.35756686
-9.424856214053513,160603843.2749402
-9.419854963740935,159944559.26447803
-9.414853713428357,159287645.0018786
-9.40985246311578,158633093.18165615
-9.404851212803202,157980896.51710233
-9.399849962490622,157331047.74024752
-9.394848712178044,156683539.60182282
-9.389847461865466,156038364.87122062
-9.384846211552889,155395516.33645657
-9.37984496124031,154754986.80413133
-9.374843710927731,154116769.09939188
-9.369842460615153,153480856.06589422
-9.364841210302576,152847240.56576374
-9.359839959989998,152215915.47955796
-9.35483870967742,151586873.70622817
-9.349837459364842,150960108.16308162
-9.344836209052263,150335611.78574306
-9.339834958739685,149713377.52811784
-9.334833708427107,149093398.36235273
-9.329832458114529,148475667.27879906
-9.324831207801951,147860177.28597438
-9.319829957489372,147246921.4105252
-9.314828707176794,146635892.69718975
-9.309827456864216,146027084.20875928
-9.304826206551638,145420489.02604148
-9.29982495623906,144816100.2478226
-9.29482370592648,144213910.99083012
-9.289822455613903,143613914.38969606
-9.284821205301325,143016103.59691864
-9.279819954988747,142420471.78282565
-9.27481870467617,141827012.13553724
-9.26981745436359,141235717.86092883
-9.264816204051012,140646582.18259433
-9.259814953738434,140059598.3418085
-9.254813703425857,139474759.59749064
-9.249812453113279,138892059.2261672
-9.244811202800701,138311490.5219357
-9.239809952488121,137733046.796427
-9.234808702175544,137156721.37876984
-9.229807451862966,136582507.61555305
-9.224806201550388,136010398.8707895
-9.21980495123781,135440388.5258796
-9.21480370092523,134872469.97957447
-9.209802450612653,134306636.64794055
-9.204801200300075,133742881.96432196
-9.199799949987497,133181199.37930474
-9.19479869967492,132621582.36068092
-9.18979744936234,132064024.39341177
-9.184796199049762,131508518.9795926
-9.179794948737184,130955059.6384155
-9.174793698424606,130403639.90613413
-9.169792448112029,129854253.33602756
-9.164791197799449,129306893.49836423
-9.159789947486871,128761553.98036681
-9.154788697174293,128218228.38617533
-9.149787446861716,127676910.33681226
-9.144786196549138,127137593.47014646
-9.13978494623656,126600271.44085795
-9.13478369592398,126064937.92040162
-9.129782445611403,125531586.59697315
-9.124781195298825,125000211.17547181
-9.119779944986247,124470805.37746628
-9.114778694673669,123943362.94115894
-9.10977744436109,123417877.62135041
-9.104776194048512,122894343.18940516
-9.099774943735934,122372753.43321513
-9.094773693423356,121853102.15716554
-9.089772443110778,121335383.18209946
-9.0847711927982,120819590.34528296
-9.07976994248562,120305717.50036992
-9.074768692173043,119793758.51736797
-9.069767441860465,119283707.28260244
-9.064766191547887,118775557.69868241
-9.05976494123531,118269303.68446584
-9.05476369092273,117764939.17502467
-9.049762440610152,117262458.12161091
-9.044761190297574,116761854.4916212
-9.039759939984997,116263122.26856278
-9.034758689672419,115766255.45201908
-9.02975743935984,115271248.05761509
-9.024756189047261,114778094.11698365
-9.019754938734684,114286787.67773035
-9.014753688422106,113797322.80339982
-9.009752438109528,113309693.5734414
-9.004751187796948,112823894.08317502
-8.99974993748437,112339918.44375771
-8.994748687171793,111857760.78214857
-8.989747436859215,111377415.24107568
-8.984746186546637,110898875.9790017
-8.97974493623406,110422137.17009045
-8.97474368592148,109947193.00417271
-8.969742435608902,109474037.68671317
-8.964741185296324,109002665.43877597
-8.959739934983746,108533070.49699149
-8.954738684671169,108065247.11352272
-8.949737434358589,107599189.55603173
-8.944736184046011,107134892.1076467
-8.939734933733433,106672349.06692758
-8.934733683420855,106211554.74783345
-8.929732433108278,105752503.47968903
-8.9247311827957,105295189.60715158
-8.91972993248312,104839607.49017724
-8.914728682170542,104385751.50398886
-8.909727431857965,103933616.03904189
-8.904726181545387,103483195.50099193
-8.899724931232807,103034484.31066145
-8.89472368092023,102587476.9040076
-8.889722430607652,102142167.73208831
-8.884721180295074,101698551.2610302
-8.879719929982496,101256621.97199564
-8.874718679669918,100816374.36115
-8.869717429357339,100377802.93962893
-8.86471617904476,99940902.23350634
-8.859714928732183,99505666.783761
-8.854713678419605,99072091.14624453
-8.849712428107027,98640169.891649
-8.844711177794448,98209897.6054743
-8.83970992748187,97781268.8879964
-8.834708677169292,97354278.35423422
-8.829707426856714,96928920.63391803
-8.824706176544137,96505190.37145707
-8.819704926231559,96083082.22590743
-8.81470367591898,95662590.87094
-8.809702425606401,95243710.99480887
-8.804701175293824,94826437.30031851
-8.799699924981246,94410764.50479257
-8.794698674668668,93996687.34004182
-8.789697424356088,93584200.5523321
-8.78469617404351,93173298.90235344
-8.779694923730933,92763977.16518712
-8.774693673418355,92356230.13027495
-8.769692423105777,91950052.60138728
-8.7646911727932,91545439.39659168
-8.75968992248062,91142385.3482211
-8.754688672168042,90740885.30284318
-8.749687421855464,90340934.12122795
-8.744686171542886,89942526.67831706
-8.739684921230307,89545657.86319222
-8.734683670917729,89150322.57904457
-8.729682420605151,88756515.74314256
-8.724681170292573,88364232.28680162
-8.719679919979995,87973467.15535267
-8.714678669667418,87584215.30811131
-8.709677419354838,87196471.7183466
-8.70467616904226,86810231.37325074
-8.699674918729682,86425489.27390741
-8.694673668417105,86042240.4352614
-8.689672418104527,85660479.88608788
-8.684671167791947,85280202.66896139
-8.67966991747937,84901403.84022579
-8.674668667166792,84524078.46996287
-8.669667416854214,84148221.64196229
-8.664666166541636,83773828.45369095
-8.659664916229058,83400894.01626258
-8.654663665916479,83029413.4544071
-8.6496624156039,82659381.90644087
-8.644661165291323,82290794.52423564
-8.639659914978745,81923646.47318868
-8.634658664666166,81557932.93219256
-8.629657414353588,81193649.09360515
-8.62465616404101,80830790.16321911
-8.619654913728432,80469351.36023217
-8.614653663415854,80109327.91721705
-8.609652413103277,79750715.08009145
-8.604651162790697,79393508.10808815
-8.59964991247812,79037702.2737255
-8.594648662165541,78683292.86277702
-8.589647411852964,78330275.17424211
-8.584646161540386,77978644.52031612
-8.579644911227806,77628396.22636077
-8.574643660915228,77279525.6308749
-8.56964241060265,76932028.08546418
-8.564641160290073,76585898.95481224
-8.559639909977495,76241133.61665097
-8.554638659664917,75897727.46173112
-8.549637409352338,75555675.89379291
-8.54463615903976,75214974.32953724
-8.539634908727182,74875618.19859552
-8.534633658414604,74537602.94350119
-8.529632408102026,74200924.01966026
-8.524631157789447,73865576.89532231
-8.519629907476869,73531557.05155163
-8.514628657164291,73198859.9821977
-8.509627406851713,72867481.19386673
-8.504626156539135,72537416.20589252
-8.499624906226558,72208660.55030757
-8.494623655913978,71881209.77181445
-8.4896224056014,71555059.4277571
-8.484621155288822,71230205.08809176
-8.479619904976245,70906642.33535856
-8.474618654663665,70584366.76465288
-8.469617404351087,70263373.983597
-8.46461615403851,69943659.61231107
-8.459614903725932,69625219.28338508
-8.454613653413354,69308048.64185038
-8.449612403100776,68992143.34515111
-8.444611152788196,68677499.06311604
-8.439609902475619,68364111.47793056
-8.43460865216304,68051976.28410782
-8.429607401850463,67741089.18846104
-8.424606151537885,67431445.91007535
-8.419604901225306,67123042.18027942
-8.414603650912728,66815873.74261796
-8.40960240060015,66509936.35282318
-8.404601150287572,66205225.77878714
-8.399599899974994,65901737.80053383
-8.394598649662417,65599468.21019134
-8.389597399349837,65298412.81196396
-8.38459614903726,64998567.42210485
-8.379594898724681,64699927.86888772
-8.374593648412104,64402489.9925796
-8.369592398099524,64106249.64541308
-8.364591147786946,63811202.691559084
-8.359589897474368,63517345.007098846
-8.35458864716179,63224672.47999679
-8.349587396849213,62933181.01007309
-8.344586146536635,62642866.50897626
-8.339584896224055,62353724.90015575
-8.334583645911477,62065752.11883512
-8.3295823955989,61778944.111984156
-8.324581145286322,61493296.83829215
-8.319579894973744,61208806.26814071
-8.314578644661164,60925468.38357644
-8.309577394348587,60643279.17828451
-8.304576144036009,60362234.6575609
-8.299574893723431,60082330.83828601
-8.294573643410853,59803563.74889752
-8.289572393098275,59525929.4293637
-8.284571142785696,59249423.93115643
-8.279569892473118,58974043.31722484
-8.27456864216054,58699783.661968045
-8.269567391847962,58426641.05120893
-8.264566141535385,58154611.582167335
-8.259564891222805,57883691.3634335
-8.254563640910227,57613876.51494187
-8.24956239059765,57345163.16794407
-8.244561140285072,57077547.464982904
-8.239559889972494,56811025.5598658
-8.234558639659916,56545593.61763859
-8.229557389347336,56281247.81455901
-8.224556139034759,56017984.33807093
-8.21955488872218,55755799.38677757
-8.214553638409603,55494689.17041575
-8.209552388097023,55234649.90982956
-8.204551137784446,54975677.83694466
-8.199549887471868,54717769.19474187
-8.19454863715929,54460920.237231344
-8.189547386846712,54205127.2294268
-8.184546136534134,53950386.44731942
-8.179544886221555,53696694.17785215
-8.174543635908977,53444046.718894094
-8.1695423855964,53192440.37921441
-8.164541135283821,52941871.478456855
-8.159539884971243,52692336.347114064
-8.154538634658664,52443831.32650199
-8.149537384346086,52196352.76873451
-8.144536134033508,51949897.036697514
-8.13953488372093,51704460.50402386
-8.134533633408353,51460039.55506767
-8.129532383095775,51216630.58487914
-8.124531132783195,50974229.99917903
-8.119529882470617,50732834.21433377
-8.11452863215804,50492439.657329656
-8.109527381845462,50253042.76574808
-8.104526131532884,50014639.98774027
-8.099524881220304,49777227.78200207
-8.094523630907727,49540802.6177492
-8.089522380595149,49305360.97469185
-8.084521130282571,49070899.343009934
-8.079519879969993,48837414.22332815
-8.074518629657414,48604902.126691
-8.069517379344836,48373359.574538216
-8.064516129032258,48142783.09867964
-8.05951487871968,47913169.24127063
-8.054513628407102,47684514.55478742
-8.049512378094523,47456815.60200225
-8.044511127781945,47230068.95595922
-8.039509877469367,47004271.199949086
-8.03450862715679,46779418.92748517
-8.029507376844212,46555508.742278785
-8.024506126531634,46332537.25821473
-8.019504876219054,46110501.09932688
-8.014503625906476,45889396.89977414
-8.009502375593899,45669221.303815715
-8.00450112528132,45449970.965787
-7.999499874968742,45231642.55007547
-7.994498624656164,45014232.73109646
-7.9894973743435855,44797738.19326896
-7.984496124031008,44582155.63099161
-7.97949487371843,44367481.74861859
-7.974493623405852,44153713.26043568
-7.969492373093273,43940846.89063621
-7.964491122780695,43728879.37329732
-7.959489872468117,43517807.45235599
-7.954488622155539,43307627.88158511
-7.949487371842961,43098337.42456985
-7.944486121530383,42889932.85468383
-7.939484871217804,42682410.95506553
-7.934483620905226,42475768.51859458
-7.929482370592648,42270002.34786803
-7.9244811202800705,42065109.25517695
-7.919479869967492,41861086.06248281
-7.914478619654914,41657929.601394124
-7.909477369342335,41455636.71314278
-7.904476119029757,41254204.24856093
-7.89947486871718,41053629.06805738
-7.894473618404602,40853908.04159439
-7.889472368092023,40655038.048664436
-7.884471117779444,40457015.97826693
-7.879469867466867,40259838.72888513
-7.874468617154289,40063503.20846281
-7.869467366841711,39868006.33438132
-7.864466116529132,39673345.033436485
-7.859464866216554,39479516.24181559
-7.854463615903976,39286516.90507445
-7.849462365591398,39094343.97811439
-7.84446111527882,38902994.425159395
-7.8394598649662415,38712465.219733246
-7.834458614653664,38522753.34463688
-7.829457364341085,38333855.791925326
-7.824456114028507,38145769.562885284
-7.819454863715929,37958491.66801225
-7.8144536134033515,37772019.12698793
-7.809452363090773,37586348.96865766
-7.804451112778194,37401478.23100789
-7.799449862465616,37217403.96114368
-7.7944486121530385,37034123.21526606
-7.789447361840461,36851633.05864982
-7.784446111527882,36669930.56562094
-7.779444861215303,36489012.81953445
-7.7744436109027255,36308876.91275199
-7.769442360590148,36129519.946619496
-7.76444111027757,35950939.0314451
-7.759439859964991,35773131.28647686
-7.7544386096524125,35596093.83988074
-7.749437359339835,35419823.828718424
-7.744436109027257,35244318.39892522
-7.739434858714679,35069574.7052881
-7.7344336084021,34895589.91142374
-7.729432358089523,34722361.1897566
-7.724431107776944,34549885.72149693
-7.719429857464366,34378160.69661906
-7.714428607151788,34207183.313839465
-7.70942735683921,34036950.78059507
-7.704426106526632,33867460.31302143
-7.699424856214053,33698709.135931216
-7.694423605901475,33530694.48279243
-7.689422355588897,33363413.595706772
-7.68442110527632,33196863.72538814
-7.679419854963741,33031042.131141085
-7.674418604651162,32865946.080839362
-7.669417354338584,32701572.85090447
-7.664416104026007,32537919.726284146
-7.659414853713429,32374984.000431113
-7.65441360340085,32212762.975281693
-7.649412353088272,32051253.961234633
-7.644411102775694,31890454.27712966
-7.639409852463116,31730361.25022651
-7.634408602150538,31570972.216183525
-7.62940735183796,31412284.51903673
-7.6244061015253815,31254295.51117858
-7.619404851212803,31097002.553337064
-7.614403600900225,30940403.01455465
-7.609402350587647,30784494.272167217
-7.604401100275069,30629273.711783264
-7.599399849962491,30474738.72726292
-7.594398599649912,30320886.72069722
-7.589397349337334,30167715.10238719
-7.584396099024756,30015221.290823095
-7.5793948487121785,29863402.71266372
-7.5743935983996,29712256.80271567
-7.569392348087022,29561781.003912833
-7.564391097774443,29411972.767295536
-7.5593898474618655,29262829.551990233
-7.554388597149288,29114348.825188745
-7.54938734683671,28966528.06212794
-7.544386096524131,28819364.74606912
-7.5393848462115525,28672856.36827779
-7.534383595898975,28527000.428003162
-7.529382345586397,28381794.432457794
-7.524381095273819,28237235.89679736
-7.51937984496124,28093322.34410034
-7.514378594648662,27950051.30534787
-7.509377344336084,27807420.31940351
-7.504376094023506,27665426.93299308
-7.499374843710928,27524068.70068457
-7.4943735933983495,27383343.18486807
-7.489372343085772,27243247.955735844
-7.484371092773193,27103780.59126212
-7.479369842460615,26964938.67718339
-7.474368592148037,26826719.80697829
-7.46936734183546,26689121.581847847
-7.464366091522881,26552141.610695574
-7.459364841210302,26415777.510107752
-7.454363590897724,26280026.904333632
-7.449362340585147,26144887.42526565
-7.444361090272569,26010356.71241981
-7.43935983995999,25876432.412916027
-7.434358589647411,25743112.181458555
-7.4293573393348336,25610393.680316366
-7.424356089022256,25478274.579303607
-7.419354838709678,25346752.55576014
-7.414353588397099,25215825.294532068
-7.4093523380845205,25085490.487952344
-7.404351087771943,24955745.835821424
-7.399349837459365,24826589.045387782
-7.394348587146787,24698017.831328724
-7.389347336834208,24570029.91573108
-7.384346086521631,24442623.02807205
-7.379344836209052,24315794.90519985
-7.374343585896474,24189543.291314747
-7.369342335583896,24063865.93794978
-7.3643410852713185,23938760.60395174
-7.35933983495874,23814225.05546215
-7.354338584646161,23690257.06589826
-7.349337334333583,23566854.415934045
-7.3443360840210055,23444014.893481284
-7.339334833708428,23321736.293670636
-7.334333583395849,23200016.418832812
-7.32933233308327,23078853.078479808
-7.3243310827706924,22958244.08928605
-7.319329832458115,22838187.275069617
-7.314328582145537,22718680.46677361
-7.309327331832958,22599721.502447397
-7.30432608152038,22481308.22722814
-7.299324831207802,22363438.493321918
-7.294323580895224,22246110.159985464
-7.289322330582646,22129321.093507417
-7.284321080270068,22013069.167189915
-7.2793198299574895,21897352.261330128
-7.274318579644911,21782168.26320191
-7.269317329332333,21667515.067037314
-7.264316079019755,21553390.574008267
-7.259314828707177,21439792.69220831
-7.254313578394599,21326719.336634286
-7.24931232808202,21214168.429168124
-7.244311077769442,21102137.898558646
-7.239309827456864,20990625.680403374
-7.2343085771442865,20879629.717130393
-7.229307326831708,20769147.95798028
-7.22430607651913,20659178.35898812
-7.219304826206551,20549718.88296531
-7.2143035758939735,20440767.499481793
-7.209302325581396,20332322.184847895
-7.204301075268818,20224380.92209657
-7.199299824956239,20116941.700965423
-7.1942985746436605,20010002.517878972
-7.189297324331083,19903561.375930753
-7.184296074018505,19797616.28486557
-7.179294823705927,19692165.261061765
-7.174293573393348,19587206.32751353
-7.16929232308077,19482737.51381324
-7.164291072768192,19378756.856133845
-7.159289822455614,19275262.397211216
-7.154288572143036,19172252.186326623
-7.149287321830458,19069724.27928923
-7.14428607151788,18967676.7384186
-7.139284821205301,18866107.632527206
-7.134283570892723,18765015.03690309
-7.129282320580145,18664397.033292383
-7.124281070267568,18564251.70988201
-7.119279819954989,18464577.161282394
-7.11427856964241,18365371.488510184
-7.109277319329832,18266632.79897096
-7.104276069017255,18168359.206442066
-7.099274818704677,18070548.831055406
-7.094273568392098,17973199.799280338
-7.089272318079519,17876310.243906565
-7.084271067766942,17779878.30402709
-7.079269817454364,17683902.12502111
-7.074268567141786,17588379.858537056
-7.069267316829207,17493309.66247564
-7.064266066516629,17398689.700972944
-7.059264816204051,17304518.144383486
-7.054263565891473,17210793.169263344
-7.049262315578895,17117512.958353367
-7.0442610652663165,17024675.700562343
-7.039259814953739,16932279.590950318
-7.03425856464116,16840322.830711767
-7.029257314328582,16748803.627158994
-7.024256064016004,16657720.1937054
-7.0192548137034265,16567070.749848915
-7.014253563390848,16476853.521155361
-7.009252313078269,16387066.739241973
-7.004251062765691,16297708.641760807
-6.9992498124531135,16208777.47238228
-6.994248562140536,16120271.480778702
-6.989247311827957,16032188.922607861
-6.984246061515378,15944528.05949668
-6.9792448112028005,15857287.159024829
-6.974243560890223,15770464.49470837
-6.969242310577645,15684058.345983528
-6.964241060265066,15598066.998190412
-6.959239809952488,15512488.742556846
-6.95423855963991,15427321.876182081
-6.949237309327332,15342564.702020772
-6.944236059014754,15258215.528866751
-6.939234808702176,15174272.671337001
-6.9342335583895975,15090734.449855575
-6.929232308077019,15007599.190637631
-6.924231057764441,14924865.225673398
-6.919229807451863,14842530.892712217
-6.914228557139285,14760594.535246652
-6.909227306826707,14679054.502496578
-6.904226056514128,14597909.149393374
-6.89922480620155,14517156.836564079
-6.894223555888972,14436795.930315565
-6.889222305576395,14356824.802618835
-6.884221055263816,14277241.831093265
-6.879219804951238,14198045.398990983
-6.874218554638659,14119233.895181105
-6.869217304326082,14040805.714134222
-6.864216054013504,13962759.255906736
-6.859214803700926,13885092.926125314
-6.854213553388347,13807805.135971379
-6.849212303075769,13730894.302165624
-6.844211052763191,13654358.84695255
-6.839209802450613,13578197.198084999
-6.834208552138035,13502407.788808787
-6.829207301825456,13426989.057847336
-6.824206051512878,13351939.449386371
-6.8192048012003,13277257.41305859
-6.814203550887722,13202941.403928386
-6.809202300575144,13128989.882476624
-6.804201050262566,13055401.314585442
-6.799199799949988,12982174.171523118
-6.794198549637409,12909306.929928845
-6.789197299324831,12836798.071797712
-6.7841960490122535,12764646.084465563
-6.779194798699675,12692849.460593974
-6.774193548387097,12621406.698155293
-6.769192298074518,12550316.300417552
-6.7641910477619405,12479576.775929645
-6.759189797449363,12409186.638506304
-6.754188547136785,12339144.407213273
-6.749187296824206,12269448.606352426
-6.7441860465116275,12200097.765446996
-6.73918479619905,12131090.419226738
-6.734183545886472,12062425.107613156
-6.729182295573894,11994100.375704817
-6.724181045261315,11926114.773762634
-6.719179794948737,11858466.85719522
-6.714178544636159,11791155.186544247
-6.709177294323581,11724178.327469815
-6.704176044011003,11657534.850735899
-6.6991747936984245,11591223.332195831
-6.694173543385847,11525242.35277779
-6.689172293073268,11459590.498470264
-6.68417104276069,11394266.360307697
-6.679169792448112,11329268.534355989
-6.674168542135535,11264595.621698152
-6.669167291822956,11200246.228419952
-6.664166041510377,11136218.965595588
-6.659164791197799,11072512.449273404
-6.6541635408852216,11009125.3004616
-6.649162290572644,10946056.14511402
-6.644161040260065,10883303.614115946
-6.639159789947486,10820866.343269961
-6.6341585396349085,10758742.973281762
-6.629157289322331,10696932.149746073
-6.624156039009753,10635432.523132553
-6.619154788697174,10574242.748771764
-6.614153538384596,10513361.486841178
-6.609152288072018,10452787.40235111
-6.60415103775944,10392519.165130863
-6.599149787446862,10332555.449814714
-6.594148537134284,10272894.935828064
-6.589147286821706,10213536.307373555
-6.584146036509127,10154478.253417255
-6.579144786196549,10095719.467674846
-6.574143535883971,10037258.648597805
-6.5691422855713935,9979094.499359708
-6.564141035258815,9921225.727842499
-6.559139784946236,9863651.046622798
-6.554138534633658,9806369.172958268
-6.54913728432108,9749378.82877394
-6.544136034008503,9692678.740648666
-6.539134783695924,9636267.63980151
-6.534133533383346,9580144.262078261
-6.529132283070767,9524307.347937869
-6.52413103275819,9468755.642439013
-6.519129782445612,9413487.895226624
-6.514128532133034,9358502.860518469
-6.509127281820455,9303799.297091765
-6.504126031507877,9249375.968269842
-6.499124781195299,9195231.641908776
-6.494123530882721,9141365.090384101
-6.489122280570143,9087775.090577545
-6.4841210302575645,9034460.423863756
-6.479119779944986,8981419.876097145
-6.474118529632408,8928652.237598661
-6.46911727931983,8876156.303142631
-6.464116029007252,8823930.871943638
-6.459114778694674,8771974.747643443
-6.454113528382095,8720286.73829791
-6.449112278069517,8668865.65636396
-6.444111027756939,8617710.318686547
-6.4391097774443615,8566819.546485698
-6.434108527131783,8516192.165343545
-6.429107276819205,8465827.005191429
-6.424106026506626,8415722.900296956
-6.4191047761940485,8365878.68925119
-6.414103525881471,8316293.214955751
-6.409102275568893,8266965.324610054
-6.404101025256314,8217893.869698497
-6.3990997749437355,8169077.7059777435
-6.394098524631158,8120515.693463978
-6.38909727431858,8072206.696420192
-6.384096024006002,8024149.583343544
-6.379094773693423,7976343.226952707
-6.374093523380845,7928786.504175273
-6.369092273068267,7881478.29613517
-6.364091022755689,7834417.488140074
-6.359089772443111,7787602.969668916
-6.3540885221305325,7741033.634359384
-6.349087271817955,7694708.37999545
-6.344086021505376,7648626.108494907
-6.339084771192798,7602785.725896995
-6.33408352088022,7557186.142349979
-6.329082270567643,7511826.272098809
-6.324081020255064,7466705.033472778
-6.319079769942485,7421821.348873249
-6.314078519629907,7377174.144761361
-6.30907726931733,7332762.351645768
-6.304076019004752,7288584.904070442
-6.299074768692173,7244640.740602468
-6.294073518379594,7200928.803819902
-6.289072268067017,7157448.040299632
-6.284071017754439,7114197.400605233
-6.279069767441861,7071175.83927493
-6.274068517129282,7028382.314809509
-6.2690672668167045,6985815.789660349
-6.264066016504126,6943475.23021734
-6.259064766191548,6901359.606797002
-6.25406351587897,6859467.893630463
-6.249062265566392,6817799.068851585
-6.244061015253814,6776352.1144850645
-6.239059764941235,6735126.016434585
-6.234058514628657,6694119.764470968
-6.229057264316079,6653332.35222035
-6.2240560140035015,6612762.777152429
-6.219054763690923,6572410.0405686945
-6.214053513378344,6532273.147590715
-6.209052263065766,6492351.107148438
-6.2040510127531885,6452642.931968485
-6.199049762440611,6413147.638562544
-6.194048512128032,6373864.2472157255
-6.189047261815454,6334791.781975002
-6.1840460115028755,6295929.270637593
-6.179044761190298,6257275.744739478
-6.17404351087772,6218830.239543844
-6.169042260565142,6180591.794029614
-6.164041010252563,6142559.450879992
-6.159039759939985,6104732.256471033
-6.154038509627407,6067109.260860231
-6.149037259314829,6029689.517775133
-6.144036009002251,5992472.084601989
-6.1390347586896725,5955456.022374427
-6.134033508377094,5918640.395762165
-6.129032258064516,5882024.273059719
-6.124031007751938,5845606.726175154
-6.11902975743936,5809386.830618872
-6.114028507126782,5773363.665492403
-6.109027256814203,5737536.313477261
-6.104026006501625,5701903.860823782
-6.099024756189047,5666465.397339994
-6.09402350587647,5631220.016380545
-6.089022255563891,5596166.8148356285
-6.084021005251313,5561304.893119962
-6.079019754938734,5526633.355161736
-6.074018504626157,5492151.308391668
-6.069017254313579,5457857.863732004
-6.064016004001001,5423752.1355856005
-6.059014753688422,5389833.241825012
-6.0540135033758435,5356100.303781609
-6.049012253063266,5322552.446234712
-6.044011002750688,5289188.797400756
-6.03900975243811,5256008.488922483
-6.034008502125531,5223010.655858164
-6.029007251812953,5190194.436670839
-6.024006001500375,5157558.9732175935
-6.019004751187797,5125103.410738828
-6.014003500875219,5092826.897847598
-6.009002250562641,5060728.586518947
-6.004001000250063,5028807.632079294
-5.998999749937484,4997063.193195795
-5.993998499624906,4965494.431865803
-5.9889972493123285,4934100.513406276
-5.98399599899975,4902880.606443258
-5.978994748687172,4871833.882901402
-5.973993498374594,4840959.5179934455
-5.9689922480620154,4810256.690209775
-5.963990997749438,4779724.58130802
-5.958989747436859,4749362.3763026
-5.953988497124281,4719169.263454383
-5.948987246811703,4689144.434260316
-5.943985996499125,4659287.083443082
-5.938984746186547,4629596.408940826
-5.933983495873969,4600071.611896842
-5.92898224556139,4570711.896649324
-5.9239809952488125,4541516.470721157
-5.918979744936234,4512484.544809673
-5.913978494623656,4483615.332776504
-5.908977244311078,4454908.051637391
-5.9039759939984995,4426361.921552066
